OBJECTID,GEOID,B00001e1,B00001m1,B00002e1,B00002m1
3,14000US17001000100,248,-1,129,-1
4,14000US17001000201,311,-1,149,-1
5,14000US17001000202,224,-1,100,-1
6,14000US17001000400,314,-1,146,-1
7,14000US17001000500,324,-1,137,-1
8,14000US17001000600,362,-1,164,-1
9,14000US17001000700,156,-1,104,-1
10,14000US17001000800,205,-1,90,-1
11,14000US17001000900,223,-1,101,-1
12,14000US17001001001,291,-1,143,-1
13,14000US17001001002,321,-1,134,-1
14,14000US17001001100,472,-1,199,-1
15,14000US17001010100,1075,-1,473,-1
16,14000US17001010200,858,-1,399,-1
17,14000US17001010300,834,-1,343,-1
18,14000US17001010400,388,-1,148,-1
19,14000US17001010500,268,-1,123,-1
20,14000US17001010600,333,-1,123,-1
21,14000US17003957600,453,-1,231,-1
22,14000US17003957700,285,-1,172,-1
23,14000US17003957800,167,-1,109,-1
24,14000US17003957900,138,-1,98,-1
25,14000US17005951200,509,-1,258,-1
26,14000US17005951300,481,-1,108,-1
27,14000US17005951400,541,-1,231,-1
28,14000US17005951500,772,-1,359,-1
29,14000US17007010100,407,-1,163,-1
30,14000US17007010200,267,-1,103,-1
31,14000US17007010300,339,-1,136,-1
32,14000US17007010400,392,-1,137,-1
33,14000US17007010500,595,-1,226,-1
34,14000US17007010601,548,-1,199,-1
35,14000US17007010602,811,-1,293,-1
36,14000US17009970400,374,-1,199,-1
37,14000US17009970500,563,-1,167,-1
38,14000US17011964700,927,-1,406,-1
39,14000US17011964800,781,-1,332,-1
40,14000US17011964900,465,-1,212,-1
41,14000US17011965000,1052,-1,477,-1
42,14000US17011965100,863,-1,381,-1
43,14000US17011965200,293,-1,146,-1
44,14000US17011965300,303,-1,136,-1
45,14000US17011965400,335,-1,170,-1
46,14000US17011965500,819,-1,349,-1
47,14000US17011965600,1016,-1,475,-1
48,14000US17013951200,534,-1,316,-1
49,14000US17013951300,515,-1,289,-1
50,14000US17015960100,824,-1,415,-1
51,14000US17015960200,311,-1,165,-1
52,14000US17015960300,273,-1,143,-1
53,14000US17015960400,544,-1,258,-1
54,14000US17015960500,587,-1,260,-1
55,14000US17015960600,322,-1,165,-1
56,14000US17017960100,566,-1,273,-1
57,14000US17017960200,649,-1,317,-1
58,14000US17017960300,318,-1,133,-1
59,14000US17017960400,315,-1,149,-1
60,14000US17017960500,361,-1,139,-1
61,14000US17019000200,178,-1,91,-1
62,14000US17019000301,298,-1,140,-1
63,14000US17019000302,157,-1,103,-1
64,14000US17019000401,677,-1,82,-1
65,14000US17019000402,429,-1,127,-1
66,14000US17019000500,197,-1,109,-1
67,14000US17019000700,231,-1,120,-1
68,14000US17019000800,278,-1,127,-1
69,14000US17019000901,331,-1,154,-1
70,14000US17019000902,358,-1,146,-1
71,14000US17019001000,229,-1,120,-1
72,14000US17019001100,369,-1,178,-1
73,14000US17019001201,307,-1,153,-1
74,14000US17019001203,463,-1,187,-1
75,14000US17019001204,371,-1,140,-1
76,14000US17019001205,471,-1,187,-1
77,14000US17019001206,312,-1,155,-1
78,14000US17019001301,345,-1,168,-1
79,14000US17019001302,444,-1,208,-1
80,14000US17019001400,694,-1,147,-1
81,14000US17019005300,298,-1,141,-1
82,14000US17019005401,199,-1,114,-1
83,14000US17019005402,259,-1,125,-1
84,14000US17019005500,354,-1,140,-1
85,14000US17019005600,341,-1,162,-1
86,14000US17019005701,281,-1,146,-1
87,14000US17019005702,311,-1,156,-1
88,14000US17019005800,403,-1,175,-1
89,14000US17019005900,773,-1,123,-1
90,14000US17019006000,501,-1,107,-1
91,14000US17019010100,215,-1,108,-1
92,14000US17019010204,362,-1,174,-1
93,14000US17019010300,365,-1,130,-1
94,14000US17019010400,1314,-1,623,-1
95,14000US17019010500,744,-1,308,-1
96,14000US17019010601,328,-1,126,-1
97,14000US17019010603,410,-1,160,-1
98,14000US17019010604,426,-1,206,-1
99,14000US17019010700,992,-1,400,-1
100,14000US17019010800,1032,-1,455,-1
101,14000US17019010900,1397,-1,585,-1
102,14000US17019011000,239,-1,144,-1
103,14000US17019011100,230,-1,129,-1
104,14000US17021958100,643,-1,287,-1
105,14000US17021958200,855,-1,387,-1
106,14000US17021958300,232,-1,113,-1
107,14000US17021958400,348,-1,153,-1
108,14000US17021958500,213,-1,100,-1
109,14000US17021958600,508,-1,216,-1
110,14000US17021958700,888,-1,288,-1
111,14000US17021958800,261,-1,126,-1
112,14000US17021958900,237,-1,117,-1
113,14000US17021959000,797,-1,350,-1
114,14000US17023060100,456,-1,204,-1
115,14000US17023060200,410,-1,176,-1
116,14000US17023060300,781,-1,367,-1
117,14000US17023060400,404,-1,188,-1
118,14000US17025971900,299,-1,136,-1
119,14000US17025972000,498,-1,217,-1
120,14000US17025972100,322,-1,131,-1
121,14000US17025972200,590,-1,283,-1
122,14000US17027900100,1155,-1,483,-1
123,14000US17027900200,472,-1,184,-1
124,14000US17027900300,489,-1,218,-1
125,14000US17027900401,275,-1,129,-1
126,14000US17027900402,431,-1,210,-1
127,14000US17027900500,1372,-1,445,-1
128,14000US17027900601,761,-1,294,-1
129,14000US17027900602,1123,-1,419,-1
130,14000US17029000100,647,-1,303,-1
131,14000US17029000200,469,-1,192,-1
132,14000US17029000300,388,-1,185,-1
133,14000US17029000400,249,-1,129,-1
134,14000US17029000500,358,-1,147,-1
135,14000US17029000600,547,-1,244,-1
136,14000US17029000700,286,-1,141,-1
137,14000US17029000800,768,-1,137,-1
138,14000US17029000900,403,-1,182,-1
139,14000US17029001000,302,-1,148,-1
140,14000US17029001100,363,-1,145,-1
141,14000US17029001200,308,-1,133,-1
142,14000US17031010100,212,-1,121,-1
143,14000US17031010201,343,-1,151,-1
144,14000US17031010202,216,-1,106,-1
145,14000US17031010300,416,-1,156,-1
146,14000US17031010400,384,-1,117,-1
147,14000US17031010501,203,-1,133,-1
148,14000US17031010502,268,-1,155,-1
149,14000US17031010503,179,-1,111,-1
150,14000US17031010600,316,-1,149,-1
151,14000US17031010701,301,-1,147,-1
152,14000US17031010702,427,-1,181,-1
153,14000US17031020100,243,-1,114,-1
154,14000US17031020200,292,-1,103,-1
155,14000US17031020301,498,-1,200,-1
156,14000US17031020302,362,-1,137,-1
157,14000US17031020400,384,-1,163,-1
158,14000US17031020500,293,-1,117,-1
159,14000US17031020601,288,-1,92,-1
160,14000US17031020602,335,-1,128,-1
161,14000US17031020701,297,-1,114,-1
162,14000US17031020702,356,-1,113,-1
163,14000US17031020801,249,-1,107,-1
164,14000US17031020802,357,-1,119,-1
165,14000US17031020901,392,-1,165,-1
166,14000US17031020902,406,-1,140,-1
167,14000US17031030101,183,-1,123,-1
168,14000US17031030102,257,-1,173,-1
169,14000US17031030103,247,-1,96,-1
170,14000US17031030104,360,-1,103,-1
171,14000US17031030200,349,-1,157,-1
172,14000US17031030300,262,-1,129,-1
173,14000US17031030400,260,-1,137,-1
174,14000US17031030500,387,-1,186,-1
175,14000US17031030601,222,-1,121,-1
176,14000US17031030603,180,-1,126,-1
177,14000US17031030604,248,-1,174,-1
178,14000US17031030701,216,-1,123,-1
179,14000US17031030702,151,-1,111,-1
180,14000US17031030703,226,-1,157,-1
181,14000US17031030706,187,-1,141,-1
182,14000US17031030800,269,-1,120,-1
183,14000US17031030900,252,-1,137,-1
184,14000US17031031000,390,-1,198,-1
185,14000US17031031100,233,-1,128,-1
186,14000US17031031200,246,-1,127,-1
187,14000US17031031300,455,-1,223,-1
188,14000US17031031400,301,-1,177,-1
189,14000US17031031501,369,-1,173,-1
190,14000US17031031502,196,-1,123,-1
191,14000US17031031700,377,-1,215,-1
192,14000US17031031800,293,-1,164,-1
193,14000US17031031900,228,-1,128,-1
194,14000US17031032100,224,-1,123,-1
195,14000US17031040100,399,-1,189,-1
196,14000US17031040201,338,-1,160,-1
197,14000US17031040202,360,-1,157,-1
198,14000US17031040300,236,-1,93,-1
199,14000US17031040401,279,-1,130,-1
200,14000US17031040402,268,-1,143,-1
201,14000US17031040600,225,-1,117,-1
202,14000US17031040700,347,-1,168,-1
203,14000US17031040800,301,-1,137,-1
204,14000US17031040900,208,-1,109,-1
205,14000US17031050100,241,-1,112,-1
206,14000US17031050200,286,-1,144,-1
207,14000US17031050300,250,-1,111,-1
208,14000US17031050500,335,-1,129,-1
209,14000US17031050600,196,-1,107,-1
210,14000US17031050700,275,-1,122,-1
211,14000US17031050800,214,-1,94,-1
212,14000US17031050900,233,-1,111,-1
213,14000US17031051000,248,-1,118,-1
214,14000US17031051100,220,-1,97,-1
215,14000US17031051200,243,-1,101,-1
216,14000US17031051300,249,-1,104,-1
217,14000US17031051400,316,-1,189,-1
218,14000US17031060100,242,-1,119,-1
219,14000US17031060200,225,-1,118,-1
220,14000US17031060300,248,-1,111,-1
221,14000US17031060400,361,-1,157,-1
222,14000US17031060500,186,-1,110,-1
223,14000US17031060800,288,-1,192,-1
224,14000US17031060900,234,-1,163,-1
225,14000US17031061000,254,-1,148,-1
226,14000US17031061100,181,-1,93,-1
227,14000US17031061200,317,-1,152,-1
228,14000US17031061500,312,-1,153,-1
229,14000US17031061800,173,-1,103,-1
230,14000US17031061901,200,-1,131,-1
231,14000US17031061902,258,-1,182,-1
232,14000US17031062000,241,-1,142,-1
233,14000US17031062100,307,-1,176,-1
234,14000US17031062200,268,-1,133,-1
235,14000US17031062300,204,-1,95,-1
236,14000US17031062400,232,-1,115,-1
237,14000US17031062500,219,-1,119,-1
238,14000US17031062600,345,-1,151,-1
239,14000US17031062700,255,-1,120,-1
240,14000US17031062800,383,-1,172,-1
241,14000US17031062900,363,-1,194,-1
242,14000US17031063000,286,-1,171,-1
243,14000US17031063100,250,-1,143,-1
244,14000US17031063200,260,-1,153,-1
245,14000US17031063301,209,-1,149,-1
246,14000US17031063302,235,-1,167,-1
247,14000US17031063303,197,-1,156,-1
248,14000US17031063400,196,-1,121,-1
249,14000US17031070101,212,-1,165,-1
250,14000US17031070102,273,-1,190,-1
251,14000US17031070103,143,-1,112,-1
252,14000US17031070200,277,-1,128,-1
253,14000US17031070300,371,-1,193,-1
254,14000US17031070400,304,-1,152,-1
255,14000US17031070500,324,-1,136,-1
256,14000US17031070600,229,-1,107,-1
257,14000US17031070700,372,-1,176,-1
258,14000US17031071000,506,-1,95,-1
259,14000US17031071100,308,-1,104,-1
260,14000US17031071200,174,-1,91,-1
261,14000US17031071300,294,-1,165,-1
262,14000US17031071400,300,-1,172,-1
263,14000US17031071500,347,-1,236,-1
264,14000US17031071600,291,-1,131,-1
265,14000US17031071700,285,-1,120,-1
266,14000US17031071800,249,-1,105,-1
267,14000US17031080100,199,-1,132,-1
268,14000US17031080201,191,-1,146,-1
269,14000US17031080202,188,-1,136,-1
270,14000US17031080300,263,-1,160,-1
271,14000US17031080400,140,-1,78,-1
272,14000US17031081000,354,-1,142,-1
273,14000US17031081100,192,-1,147,-1
274,14000US17031081201,254,-1,170,-1
275,14000US17031081202,272,-1,197,-1
276,14000US17031081300,273,-1,218,-1
277,14000US17031081401,187,-1,144,-1
278,14000US17031081402,222,-1,162,-1
279,14000US17031081403,226,-1,171,-1
280,14000US17031081500,251,-1,186,-1
281,14000US17031081600,210,-1,159,-1
282,14000US17031081700,183,-1,141,-1
283,14000US17031081800,269,-1,185,-1
284,14000US17031081900,149,-1,109,-1
285,14000US17031090100,297,-1,137,-1
286,14000US17031090200,369,-1,162,-1
287,14000US17031090300,207,-1,89,-1
288,14000US17031100100,265,-1,117,-1
289,14000US17031100200,387,-1,152,-1
290,14000US17031100300,382,-1,152,-1
291,14000US17031100400,297,-1,124,-1
292,14000US17031100500,273,-1,119,-1
293,14000US17031100600,411,-1,172,-1
294,14000US17031100700,471,-1,189,-1
295,14000US17031110100,292,-1,121,-1
296,14000US17031110200,244,-1,99,-1
297,14000US17031110300,469,-1,184,-1
298,14000US17031110400,369,-1,178,-1
299,14000US17031110501,437,-1,165,-1
300,14000US17031110502,273,-1,129,-1
301,14000US17031120100,375,-1,144,-1
302,14000US17031120200,422,-1,173,-1
303,14000US17031120300,373,-1,132,-1
304,14000US17031120400,329,-1,127,-1
305,14000US17031130100,344,-1,106,-1
306,14000US17031130200,231,-1,102,-1
307,14000US17031130300,457,-1,182,-1
308,14000US17031140100,245,-1,99,-1
309,14000US17031140200,568,-1,146,-1
310,14000US17031140301,287,-1,101,-1
311,14000US17031140302,354,-1,111,-1
312,14000US17031140400,365,-1,128,-1
313,14000US17031140500,328,-1,115,-1
314,14000US17031140601,351,-1,126,-1
315,14000US17031140602,324,-1,133,-1
316,14000US17031140701,360,-1,152,-1
317,14000US17031140702,475,-1,183,-1
318,14000US17031140800,337,-1,151,-1
319,14000US17031150200,374,-1,159,-1
320,14000US17031150300,357,-1,155,-1
321,14000US17031150401,406,-1,164,-1
322,14000US17031150402,301,-1,118,-1
323,14000US17031150501,345,-1,134,-1
324,14000US17031150502,312,-1,130,-1
325,14000US17031150600,327,-1,129,-1
326,14000US17031150700,321,-1,132,-1
327,14000US17031150800,372,-1,145,-1
328,14000US17031151001,287,-1,136,-1
329,14000US17031151002,284,-1,120,-1
330,14000US17031151100,389,-1,143,-1
331,14000US17031151200,292,-1,115,-1
332,14000US17031160100,327,-1,140,-1
333,14000US17031160200,255,-1,113,-1
334,14000US17031160300,292,-1,151,-1
335,14000US17031160400,376,-1,164,-1
336,14000US17031160501,308,-1,113,-1
337,14000US17031160502,326,-1,129,-1
338,14000US17031160601,271,-1,115,-1
339,14000US17031160602,301,-1,135,-1
340,14000US17031160700,311,-1,110,-1
341,14000US17031160800,432,-1,170,-1
342,14000US17031160900,229,-1,100,-1
343,14000US17031161000,293,-1,134,-1
344,14000US17031161100,293,-1,120,-1
345,14000US17031161200,386,-1,147,-1
346,14000US17031161300,314,-1,141,-1
347,14000US17031170100,187,-1,103,-1
348,14000US17031170200,296,-1,105,-1
349,14000US17031170300,374,-1,148,-1
350,14000US17031170400,340,-1,140,-1
351,14000US17031170500,391,-1,167,-1
352,14000US17031170600,375,-1,146,-1
353,14000US17031170700,268,-1,114,-1
354,14000US17031170800,355,-1,141,-1
355,14000US17031170900,218,-1,87,-1
356,14000US17031171000,421,-1,146,-1
357,14000US17031171100,278,-1,107,-1
358,14000US17031180100,306,-1,119,-1
359,14000US17031190100,335,-1,116,-1
360,14000US17031190200,410,-1,129,-1
361,14000US17031190300,368,-1,160,-1
362,14000US17031190401,305,-1,108,-1
363,14000US17031190402,412,-1,147,-1
364,14000US17031190601,256,-1,81,-1
365,14000US17031190602,364,-1,107,-1
366,14000US17031190701,305,-1,105,-1
367,14000US17031190702,315,-1,103,-1
368,14000US17031190800,413,-1,139,-1
369,14000US17031190900,196,-1,66,-1
370,14000US17031191000,311,-1,92,-1
371,14000US17031191100,526,-1,165,-1
372,14000US17031191200,385,-1,115,-1
373,14000US17031191301,333,-1,96,-1
374,14000US17031191302,299,-1,93,-1
375,14000US17031200100,338,-1,107,-1
376,14000US17031200200,329,-1,119,-1
377,14000US17031200300,233,-1,80,-1
378,14000US17031200401,315,-1,100,-1
379,14000US17031200402,239,-1,80,-1
380,14000US17031210100,298,-1,134,-1
381,14000US17031210400,397,-1,161,-1
382,14000US17031210501,260,-1,117,-1
383,14000US17031210502,331,-1,123,-1
384,14000US17031210601,229,-1,96,-1
385,14000US17031210602,308,-1,141,-1
386,14000US17031210700,344,-1,148,-1
387,14000US17031210800,148,-1,58,-1
388,14000US17031210900,229,-1,107,-1
389,14000US17031220300,350,-1,154,-1
390,14000US17031220400,219,-1,114,-1
391,14000US17031220500,264,-1,129,-1
392,14000US17031220601,248,-1,111,-1
393,14000US17031220602,256,-1,136,-1
394,14000US17031220701,244,-1,96,-1
395,14000US17031220702,302,-1,128,-1
396,14000US17031220901,216,-1,84,-1
397,14000US17031220902,387,-1,153,-1
398,14000US17031221000,357,-1,137,-1
399,14000US17031221100,372,-1,160,-1
400,14000US17031221200,255,-1,117,-1
401,14000US17031221300,231,-1,128,-1
402,14000US17031221400,224,-1,110,-1
403,14000US17031221500,239,-1,132,-1
404,14000US17031221600,290,-1,147,-1
405,14000US17031222200,334,-1,150,-1
406,14000US17031222500,195,-1,77,-1
407,14000US17031222600,219,-1,107,-1
408,14000US17031222700,346,-1,128,-1
409,14000US17031222800,124,-1,59,-1
410,14000US17031222900,135,-1,63,-1
411,14000US17031230100,192,-1,87,-1
412,14000US17031230200,246,-1,78,-1
413,14000US17031230300,119,-1,36,-1
414,14000US17031230400,264,-1,91,-1
415,14000US17031230500,203,-1,77,-1
416,14000US17031230600,372,-1,133,-1
417,14000US17031230700,355,-1,133,-1
418,14000US17031230800,207,-1,62,-1
419,14000US17031230900,376,-1,159,-1
420,14000US17031231100,221,-1,71,-1
421,14000US17031231200,371,-1,152,-1
422,14000US17031231500,260,-1,97,-1
423,14000US17031240200,245,-1,131,-1
424,14000US17031240300,227,-1,116,-1
425,14000US17031240500,208,-1,115,-1
426,14000US17031240600,201,-1,95,-1
427,14000US17031240700,202,-1,87,-1
428,14000US17031240800,240,-1,105,-1
429,14000US17031240900,139,-1,75,-1
430,14000US17031241000,287,-1,115,-1
431,14000US17031241100,300,-1,148,-1
432,14000US17031241200,280,-1,120,-1
433,14000US17031241300,277,-1,120,-1
434,14000US17031241400,250,-1,132,-1
435,14000US17031241500,237,-1,113,-1
436,14000US17031241600,271,-1,152,-1
437,14000US17031242000,255,-1,116,-1
438,14000US17031242100,315,-1,165,-1
439,14000US17031242200,314,-1,168,-1
440,14000US17031242300,270,-1,150,-1
441,14000US17031242400,245,-1,137,-1
442,14000US17031242500,310,-1,147,-1
443,14000US17031242600,273,-1,129,-1
444,14000US17031242700,202,-1,95,-1
445,14000US17031242800,174,-1,85,-1
446,14000US17031242900,224,-1,124,-1
447,14000US17031243000,176,-1,92,-1
448,14000US17031243100,234,-1,105,-1
449,14000US17031243200,302,-1,138,-1
450,14000US17031243300,217,-1,114,-1
451,14000US17031243400,236,-1,124,-1
452,14000US17031243500,300,-1,169,-1
453,14000US17031250200,360,-1,119,-1
454,14000US17031250300,327,-1,138,-1
455,14000US17031250400,205,-1,94,-1
456,14000US17031250500,365,-1,144,-1
457,14000US17031250600,300,-1,107,-1
458,14000US17031250700,223,-1,103,-1
459,14000US17031250800,231,-1,87,-1
460,14000US17031251000,139,-1,58,-1
461,14000US17031251100,296,-1,132,-1
462,14000US17031251200,310,-1,97,-1
463,14000US17031251300,343,-1,144,-1
464,14000US17031251400,278,-1,125,-1
465,14000US17031251500,272,-1,116,-1
466,14000US17031251600,196,-1,83,-1
467,14000US17031251700,146,-1,59,-1
468,14000US17031251800,331,-1,132,-1
469,14000US17031251900,291,-1,132,-1
470,14000US17031252000,245,-1,109,-1
471,14000US17031252101,152,-1,81,-1
472,14000US17031252102,241,-1,95,-1
473,14000US17031252201,308,-1,129,-1
474,14000US17031252202,281,-1,120,-1
475,14000US17031260100,128,-1,105,-1
476,14000US17031260200,147,-1,68,-1
477,14000US17031260300,139,-1,69,-1
478,14000US17031260400,101,-1,53,-1
479,14000US17031260500,198,-1,80,-1
480,14000US17031260600,224,-1,110,-1
481,14000US17031260700,201,-1,87,-1
482,14000US17031260800,238,-1,118,-1
483,14000US17031260900,152,-1,62,-1
484,14000US17031261000,262,-1,111,-1
485,14000US17031270500,194,-1,88,-1
486,14000US17031271200,170,-1,67,-1
487,14000US17031271300,171,-1,59,-1
488,14000US17031271400,128,-1,65,-1
489,14000US17031271500,164,-1,69,-1
490,14000US17031271800,95,-1,36,-1
491,14000US17031280100,332,-1,226,-1
492,14000US17031280400,161,-1,64,-1
493,14000US17031280800,139,-1,62,-1
494,14000US17031280900,134,-1,61,-1
495,14000US17031281900,286,-1,191,-1
496,14000US17031282700,214,-1,105,-1
497,14000US17031282800,192,-1,95,-1
498,14000US17031283100,237,-1,111,-1
499,14000US17031283200,208,-1,100,-1
500,14000US17031283800,285,-1,142,-1
501,14000US17031290900,238,-1,113,-1
502,14000US17031291200,206,-1,92,-1
503,14000US17031291600,100,-1,47,-1
504,14000US17031292200,280,-1,136,-1
505,14000US17031292400,225,-1,104,-1
506,14000US17031292500,231,-1,110,-1
507,14000US17031300500,281,-1,105,-1
508,14000US17031300600,367,-1,108,-1
509,14000US17031300700,284,-1,101,-1
510,14000US17031300800,243,-1,87,-1
511,14000US17031300900,238,-1,92,-1
512,14000US17031301100,277,-1,102,-1
513,14000US17031301200,220,-1,92,-1
514,14000US17031301600,302,-1,92,-1
515,14000US17031301701,240,-1,77,-1
516,14000US17031301702,331,-1,91,-1
517,14000US17031301801,236,-1,78,-1
518,14000US17031301802,331,-1,114,-1
519,14000US17031301803,329,-1,103,-1
520,14000US17031310200,161,-1,84,-1
521,14000US17031310300,230,-1,109,-1
522,14000US17031310400,134,-1,70,-1
523,14000US17031310500,116,-1,53,-1
524,14000US17031310600,169,-1,92,-1
525,14000US17031310700,145,-1,65,-1
526,14000US17031310800,234,-1,101,-1
527,14000US17031310900,314,-1,120,-1
528,14000US17031320100,298,-1,170,-1
529,14000US17031320400,395,-1,145,-1
530,14000US17031320600,236,-1,146,-1
531,14000US17031330100,420,-1,239,-1
532,14000US17031330200,297,-1,158,-1
533,14000US17031340300,220,-1,95,-1
534,14000US17031340400,230,-1,90,-1
535,14000US17031340500,167,-1,100,-1
536,14000US17031340600,142,-1,71,-1
537,14000US17031350100,178,-1,139,-1
538,14000US17031350400,230,-1,98,-1
539,14000US17031351000,173,-1,112,-1
540,14000US17031351100,190,-1,99,-1
541,14000US17031351400,148,-1,77,-1
542,14000US17031351500,74,-1,38,-1
543,14000US17031360200,151,-1,76,-1
544,14000US17031380100,160,-1,96,-1
545,14000US17031380200,123,-1,93,-1
546,14000US17031380500,97,-1,44,-1
547,14000US17031380700,142,-1,65,-1
548,14000US17031381200,100,-1,65,-1
549,14000US17031381400,118,-1,66,-1
550,14000US17031381500,32,-1,35,-1
551,14000US17031381700,0,-1,0,-1
552,14000US17031381800,139,-1,84,-1
553,14000US17031381900,158,-1,88,-1
554,14000US17031390100,185,-1,85,-1
555,14000US17031390200,182,-1,92,-1
556,14000US17031390300,221,-1,123,-1
557,14000US17031390400,155,-1,116,-1
558,14000US17031390500,232,-1,130,-1
559,14000US17031390600,310,-1,140,-1
560,14000US17031390700,261,-1,175,-1
561,14000US17031400300,139,-1,76,-1
562,14000US17031400400,188,-1,92,-1
563,14000US17031400500,209,-1,117,-1
564,14000US17031400800,164,-1,85,-1
565,14000US17031410100,180,-1,113,-1
566,14000US17031410200,174,-1,91,-1
567,14000US17031410500,224,-1,118,-1
568,14000US17031410600,237,-1,104,-1
569,14000US17031410700,185,-1,101,-1
570,14000US17031410800,255,-1,148,-1
571,14000US17031410900,312,-1,176,-1
572,14000US17031411000,253,-1,136,-1
573,14000US17031411100,353,-1,158,-1
574,14000US17031411200,278,-1,136,-1
575,14000US17031420100,154,-1,93,-1
576,14000US17031420200,208,-1,97,-1
577,14000US17031420300,331,-1,98,-1
578,14000US17031420400,134,-1,98,-1
579,14000US17031420500,128,-1,96,-1
580,14000US17031420600,211,-1,132,-1
581,14000US17031420700,218,-1,129,-1
582,14000US17031420800,214,-1,116,-1
583,14000US17031421200,144,-1,85,-1
584,14000US17031430101,202,-1,128,-1
585,14000US17031430102,199,-1,123,-1
586,14000US17031430200,163,-1,91,-1
587,14000US17031430300,203,-1,126,-1
588,14000US17031430400,177,-1,84,-1
589,14000US17031430500,218,-1,148,-1
590,14000US17031430600,182,-1,95,-1
591,14000US17031430700,174,-1,85,-1
592,14000US17031430800,146,-1,88,-1
593,14000US17031430900,158,-1,98,-1
594,14000US17031431200,200,-1,96,-1
595,14000US17031431301,224,-1,131,-1
596,14000US17031431302,249,-1,153,-1
597,14000US17031431400,321,-1,173,-1
598,14000US17031440101,236,-1,166,-1
599,14000US17031440102,186,-1,126,-1
600,14000US17031440201,169,-1,103,-1
601,14000US17031440202,243,-1,142,-1
602,14000US17031440300,218,-1,114,-1
603,14000US17031440600,188,-1,93,-1
604,14000US17031440700,180,-1,89,-1
605,14000US17031440800,186,-1,109,-1
606,14000US17031440900,186,-1,91,-1
607,14000US17031450300,288,-1,131,-1
608,14000US17031460100,224,-1,119,-1
609,14000US17031460200,226,-1,116,-1
610,14000US17031460301,221,-1,106,-1
611,14000US17031460302,209,-1,111,-1
612,14000US17031460400,220,-1,110,-1
613,14000US17031460500,182,-1,108,-1
614,14000US17031460600,131,-1,70,-1
615,14000US17031460700,187,-1,91,-1
616,14000US17031461000,181,-1,127,-1
617,14000US17031470100,192,-1,100,-1
618,14000US17031480100,240,-1,123,-1
619,14000US17031480200,152,-1,90,-1
620,14000US17031480300,135,-1,76,-1
621,14000US17031480400,248,-1,124,-1
622,14000US17031480500,251,-1,104,-1
623,14000US17031490300,274,-1,121,-1
624,14000US17031490400,108,-1,57,-1
625,14000US17031490500,264,-1,105,-1
626,14000US17031490600,142,-1,69,-1
627,14000US17031490700,274,-1,128,-1
628,14000US17031490800,269,-1,113,-1
629,14000US17031490901,264,-1,133,-1
630,14000US17031490902,350,-1,172,-1
631,14000US17031491000,313,-1,124,-1
632,14000US17031491100,325,-1,128,-1
633,14000US17031491200,266,-1,109,-1
634,14000US17031491300,268,-1,114,-1
635,14000US17031491400,166,-1,84,-1
636,14000US17031500100,219,-1,118,-1
637,14000US17031500200,207,-1,105,-1
638,14000US17031500300,176,-1,120,-1
639,14000US17031510100,210,-1,90,-1
640,14000US17031510200,205,-1,96,-1
641,14000US17031510300,381,-1,164,-1
642,14000US17031520100,270,-1,86,-1
643,14000US17031520200,245,-1,92,-1
644,14000US17031520300,375,-1,135,-1
645,14000US17031520400,301,-1,116,-1
646,14000US17031520500,328,-1,127,-1
647,14000US17031520600,291,-1,96,-1
648,14000US17031530100,250,-1,119,-1
649,14000US17031530200,281,-1,136,-1
650,14000US17031530300,278,-1,116,-1
651,14000US17031530400,236,-1,96,-1
652,14000US17031530501,323,-1,143,-1
653,14000US17031530502,204,-1,85,-1
654,14000US17031530503,391,-1,148,-1
655,14000US17031530600,185,-1,90,-1
656,14000US17031540101,248,-1,125,-1
657,14000US17031540102,244,-1,110,-1
658,14000US17031550100,285,-1,122,-1
659,14000US17031550200,202,-1,88,-1
660,14000US17031560100,192,-1,51,-1
661,14000US17031560200,213,-1,85,-1
662,14000US17031560300,394,-1,125,-1
663,14000US17031560400,190,-1,55,-1
664,14000US17031560700,281,-1,110,-1
665,14000US17031560800,264,-1,112,-1
666,14000US17031560900,399,-1,168,-1
667,14000US17031561000,330,-1,133,-1
668,14000US17031561100,472,-1,178,-1
669,14000US17031570100,195,-1,65,-1
670,14000US17031570200,221,-1,83,-1
671,14000US17031570300,455,-1,152,-1
672,14000US17031570400,197,-1,66,-1
673,14000US17031570500,253,-1,90,-1
674,14000US17031580100,350,-1,115,-1
675,14000US17031580200,344,-1,107,-1
676,14000US17031580300,238,-1,76,-1
677,14000US17031580400,258,-1,101,-1
678,14000US17031580501,353,-1,126,-1
679,14000US17031580502,352,-1,111,-1
680,14000US17031580600,325,-1,113,-1
681,14000US17031580700,412,-1,134,-1
682,14000US17031580800,186,-1,59,-1
683,14000US17031590500,247,-1,101,-1
684,14000US17031590600,262,-1,102,-1
685,14000US17031590700,324,-1,117,-1
686,14000US17031600400,325,-1,127,-1
687,14000US17031600600,257,-1,112,-1
688,14000US17031600700,161,-1,80,-1
689,14000US17031600900,249,-1,124,-1
690,14000US17031610300,365,-1,123,-1
691,14000US17031610400,186,-1,70,-1
692,14000US17031610800,209,-1,84,-1
693,14000US17031611000,117,-1,54,-1
694,14000US17031611100,246,-1,102,-1
695,14000US17031611200,282,-1,99,-1
696,14000US17031611300,291,-1,121,-1
697,14000US17031611400,232,-1,85,-1
698,14000US17031611500,335,-1,118,-1
699,14000US17031611600,136,-1,52,-1
