,GEOID,weight_max,weight_median,total_pop,pov_rate,pop_vulnerable,uninsured_rate,vulner_rate,max_composite,med_composite
38,17031030703,98931.18827024024,22588.786557279047,2727,1.1862852951961862,491,1.1111111111111112,0.18005133846718005,23478.81734739203,5360.87762565688
39,17031030706,163622.9450859837,37359.74314110703,3590,1.2637883008356545,1094,1.1701949860724234,0.30473537604456824,73739.40728273208,16836.790915923546
40,17031030800,350917.4335851436,74663.70599120462,4184,1.0653253849975162,821,1.03725782414307,0.19622370936902486,76089.62099988411,16189.372620437553
41,17031030900,288662.17777933535,61409.65840161122,3040,1.0786184210526315,539,1.1486842105263158,0.17730263157894738,63412.30646375605,13490.260859094486
42,17031031000,72322.19322436959,27404.98564467344,3987,1.0634760705289672,544,1.0948776179661872,0.1364434411838475,11489.934475443968,4353.870856500495
43,17031031100,118625.01707780716,40844.702531068106,4377,1.100046533271289,667,1.1731037691949744,0.15238748000913868,23327.76126765083,8032.162971728051
44,17031031200,24394.110992069353,7868.93454390085,5756,1.3268176835951773,595,1.1624040920716112,0.10337039610840862,3889.104002534902,1254.5283917220502
45,17031031700,28497.350780380966,18746.498097629177,6925,1.3378079362737867,693,1.1571827672401118,0.10007220216606498,4414.82680387667,2904.2188138138886
46,17031031800,15369.764185771868,9304.60838600189,1770,1.1573288058856819,231,1.180225988700565,0.13050847457627118,2739.8567336185,1658.6652619999306
47,17031031900,20239.139756296972,10379.757867035116,2327,1.1675977653631284,312,1.0932531155994842,0.1340782122905028,3463.8911713009975,1776.4762766005695
48,17031040100,2128643.72236722,263632.8388141593,3996,1.117600422832981,773,1.1120507399577166,0.19344344344344344,511762.1397003129,63381.8164444932
49,17031040201,776312.5778584217,49901.301799678826,6703,1.1136804415933164,1037,1.1445621363568552,0.15470684768014323,153089.75468040135,9840.595487734989
50,17031040202,458546.3012103082,36538.3681938622,7188,1.2448833548017748,1409,1.186489194217833,0.19602114635503617,132763.4613670879,10578.997630813747
51,17031040300,509437.44471738354,33358.44971468169,2939,1.0417983842641376,701,1.05812324929972,0.23851650221163662,133945.840482523,8770.901374762154
52,17031040401,394474.0409059576,37171.288985053805,3179,1.073293488518402,568,1.0789556464296948,0.17867253853413023,81620.32569577023,7691.083313172883
53,17031040402,334270.2414539805,41286.42417040722,4969,1.08130408532904,569,1.094385188166633,0.11450996176293017,45295.91479139556,5594.594191603022
54,17031040600,284299.3382562785,27057.64401737023,2560,1.085546875,444,1.128125,0.1734375,60384.386556053,5746.96812754497
55,17031040700,415454.16168258875,22618.03117170155,3393,1.1284998526377836,471,1.12614205717654,0.138815207780725,73291.70855637114,3990.1252692752623
56,17031040800,300107.97814657266,18021.2566415885,1838,1.0658508158508158,342,1.0856643356643356,0.18607181719260066,64617.49729650943,3880.23174028653
57,17031040900,304875.6649423904,26819.9174475055,2153,1.061309800278681,262,1.0761727821644218,0.12169066418950301,42374.462319521255,3727.6821733434927
58,17031050100,358281.1746687896,93473.74479627766,2584,1.0454898911353032,335,1.0638544891640866,0.1296439628482972,51662.849420184895,13478.575888379088
59,17031050200,944996.6937819815,127831.25597150801,4953,1.035130224106602,1161,1.0458308096103373,0.23440339188370685,239800.78587893405,32438.246444204957
60,17031050300,648593.4265676368,38650.50263247322,2633,1.1052027543993879,420,1.0592480060767187,0.15951386251424232,121118.52907016875,7217.606338444235
61,17031050500,856422.5613452935,201129.80069214472,6129,1.030347528144885,1121,1.0582476749877632,0.18290096263664546,170794.99797016455,40110.99829854249
62,17031050600,236108.2970387668,89475.28503777528,2164,1.0822550831792976,310,1.0328096118299446,0.14325323475046212,37806.423207445616,14327.071666564707
63,17031050700,115923.82062776061,43712.24504003088,1610,1.0335403726708075,196,1.0211180124223602,0.12173913043478261,14893.825616852702,5616.12403233238
64,17031050800,141822.4878449584,45841.07086351193,1436,1.057799442896936,226,1.0584958217270195,0.1573816155988858,24991.45726013215,8077.951392987593
65,17031050900,193796.4596781284,50699.1104845732,1452,1.0661157024793388,296,1.1143250688705235,0.20385674931129477,46933.95737515351,12278.397110005126
66,17031051000,195164.58340351272,47687.500294706624,1708,1.059718969555035,324,1.0579625292740047,0.18969555035128804,41506.78997189998,10141.97875710312
67,17031051100,115508.36106955705,43347.976290754996,1516,1.0455145118733509,307,1.0633245382585752,0.2025065963060686,26004.49937443947,9758.968198478293
68,17031051200,116147.10856014538,43796.441857924125,1699,1.0459492140266022,245,1.0652962515114872,0.14420247204237788,18662.168439737583,7037.080691427679
69,17031051300,183678.15480036417,64509.39985080607,2691,1.0182088442958008,488,1.023039762170197,0.1813452248234857,34697.08666156462,12185.925101118799
70,17031051400,167556.39176380556,50838.56160917004,1852,1.0950323974082075,265,1.091792656587473,0.14308855291576675,28663.751384123752,8696.916156716192
71,17031060100,215782.37266578453,85920.65680244878,2708,1.0539143279172822,311,1.0302806499261448,0.11484490398818316,26908.441526164414,10714.457074949634
72,17031060200,215723.234363824,86677.55905841703,2255,1.162749445676275,263,1.1170731707317074,0.11662971175166297,32679.3859731085,13130.57175334067
73,17031060300,226746.9263187316,85841.74863134311,3259,1.0144216017183185,523,1.0788585455661246,0.16047867444001226,39823.711382239635,15076.44261177783
74,17031060400,229296.94687003657,86464.51117824622,3971,1.0961974313774867,501,1.0526315789473684,0.12616469403173003,33381.149336637645,12587.541174703612
75,17031060500,161039.57869233534,60724.374738706225,1264,1.245253164556962,476,1.0601265822784811,0.37658227848101267,80058.5800387455,30188.275794047833
76,17031061000,17925.189102312917,6759.182488862469,1878,1.1080937167199147,125,1.0873269435569755,0.06656017039403621,1437.5230368372127,542.0573519457461
77,17031061100,122066.40631826056,46028.4748660363,1508,1.0948275862068966,96,1.063660477453581,0.0636604774535809,9049.29621910264,3412.2844780920937
78,17031061200,123219.95285685665,46463.451117570534,2061,1.1052886948083454,223,1.064531780688986,0.10819990295972828,15687.085694393592,5915.244426244219
79,17031061500,114924.62590356116,43335.47135891522,1820,1.0483516483516484,161,1.024175824175824,0.08846153846153847,10915.637111593616,4116.039323118818
80,17031062100,5308.260011859645,2001.6245247789884,3671,1.1668487165483343,443,1.0969763007354945,0.12067556524107872,819.9423668564477,309.181680388378
81,17031062200,149183.6794074328,56253.78386355109,2878,1.099509460406447,315,1.0104712041884816,0.10945100764419737,18141.115594282724,6840.603474441668
82,17031062300,115206.21015088797,43441.6503957336,1682,1.0338882282996433,223,1.0665873959571939,0.13258026159334127,16843.20752365973,6351.191761514397
83,17031062400,114943.44420987563,43342.56731565994,1486,1.0376850605652759,252,1.031628532974428,0.1695827725437416,20866.751659929287,7868.379051077179
84,17031062500,113578.13501813456,42827.74016778296,1531,1.071195297191378,192,1.0176355323318094,0.12540822991508818,15526.79042781842,5854.800714733102
85,17031062600,229242.0458118679,71923.26294925368,2247,1.0062305295950156,354,1.0623052959501558,0.157543391188251,38604.79954022831,12112.01522217145
86,17031062700,215915.41090419827,65149.60432841656,2880,1.129513888888889,489,1.0458333333333334,0.16979166666666667,43306.59791873166,13067.190097269415
87,17031062800,150283.4243019202,44485.909665421,3760,1.0412234042553192,448,1.0223404255319148,0.11914893617021277,19060.781669366865,5642.247077044628
88,17031062900,27604.574497243295,8150.477822539603,3920,1.0892857142857142,347,1.0176020408163264,0.08852040816326531,2708.5960593293303,799.7352798894439
89,17031063200,170080.22993970223,143191.33087197723,7124,1.134379457917261,1118,1.0507534830821723,0.15693430656934307,31814.92610091857,26785.133178613527
90,17031063301,58913.19505812661,47281.54910153523,2596,1.203004622496148,555,1.0435285053929122,0.2137904468412943,15811.478600495768,12689.707307159366
91,17031063302,98269.07050990638,62665.88856243699,4336,1.087869003690037,617,1.0604243542435425,0.1422970479704797,16131.287625629258,10286.87324985328
